"name","video","start","end","speaker","orth","translation","orth_english","translation_english"
"25October_2010_Monday_tagesschau-14","25October_2010_Monday_tagesschau-14/1/*.png","-1","-1","Signer01","__ON__ __HOLD__ MORGEN WETTER WIE-AUSSEHEN DIENSTAG SECHS ZWANZIG OKTOBER __OFF__","und nun die wettervorhersage für morgen dienstag den sechsundzwanzigsten oktober .","__ON__ __HOLD__ TOMORROW WEATHER AS-IT LOOKS TUESDAY OCTOBER TWENTY-SIX __OFF__","And now the weather forecast for tomorrow, Tuesday the twenty-sixth of October."
"25October_2010_Monday_tagesschau-15","25October_2010_Monday_tagesschau-15/1/*.png","-1","-1","Signer01","__ON__ ITALIEN IX TIEF DRUCK cl-KOMMEN HEUTE NACHT BERG SCHNEE REGEN REGEN __OFF__","das tief über italien sorgt dafür dass es an den alpen in der nacht noch schneit oder regnet .","__ON__ ITALY IX LOW PRESSURE cl-COMING TONIGHT MOUNTAIN SNOW RAIN RAIN __OFF__","The low pressure system over Italy will cause snow or rain in the Alps during the night."
"25October_2010_Monday_tagesschau-16","25October_2010_Monday_tagesschau-16/1/*.png","-1","-1","Signer01","__ON__ LANG ZEIT __LEFTHAND__ REGION HOCH cl-KOMMEN OST cl-KOMMEN __HOLD__ SONST REGION DEUTSCH STARK RUHIG AUCH TEILWEISE FREUNDLICH SONNE __OFF__","gleichzeitig weitet sich das hoch über der britannie weiter nach osten aus und beschert uns morgen in weiten teilen deutschlands ruhiges teilweise auch freundliches wetter .","__ON__ LONG TIME __LEFTHAND__ REGION HIGH cl-COMING EAST cl-COMING __HOLD__ OTHER REGION GERMAN STRONG QUIET ALSO PARTIALLY FRIENDLY SUN __OFF__","At the same time, the high above Britain is expanding further eastwards and will bring us calm and partly pleasant weather in large parts of Germany tomorrow."
"25October_2010_Monday_tagesschau-18","25October_2010_Monday_tagesschau-18/1/*.png","-1","-1","Signer01","__ON__ TAG MISCHUNG SONNE WOLKE KOENNEN NEBEL SUEDOSTRAUM SUED NORD HABEN SCHAUER SCHAUER KOENNEN ABEND DANN NORDWESTRAUM BISSCHEN WOLKE cl-KOMMEN","am tag eine mischung aus sonne wolken und nebel im osten und südosten sowie an der nordsee einzelne schauer gegen abend werden im nordwesten die wolken dichter .","__ON__ DAY MIXTURE SUN CLOUDS POSSIBLE FOG SOUTHEAST SOUTH NORTH HAVE SHOWERS SHOWERS POSSIBLE EVENING THEN NORTHWESTERN A LITTLE CLOUDS COMING","During the day, a mixture of sun, clouds and fog in the east and southeast, as well as isolated showers on the North Sea. Towards the evening, the clouds will become thicker in the northwest."
"25October_2010_Monday_tagesschau-19","25October_2010_Monday_tagesschau-19/1/*.png","-1","-1","Signer01","WIND WEHEN WEHEN __LEFTHAND__ __OFF__ __ON__ ABEND FRISCH WEHEN __OFF__","im norden und osten weht der wind schwach bis mäßig sonst meist nur schwach am abend frischt er im nordwesten auf .","WIND BLOW BLOW __LEFTHAND__ __OFF__ __ON__ EVENING FRESH BLOW __OFF__","In the north and east the wind is light to moderate, otherwise mostly light. In the evening it freshens up in the northwest."
"25October_2010_Monday_tagesschau-20","25October_2010_Monday_tagesschau-20/1/*.png","-1","-1","Signer01","__ON__ HEUTE NACHT SECHS GRAD NORDRAUM MINUS SECHS ALLGAEU REGION __OFF__","in der nacht sechs grad an der nordsee und minus sechs grad im allgäu .","__ON__ TONIGHT SIX DEGREES NORTH MINUS SIX ALLGAEU REGION __OFF__","At night, six degrees on the North Sea and minus six degrees in the Allgäu."
"25October_2010_Monday_tagesschau-21","25October_2010_Monday_tagesschau-21/1/*.png","-1","-1","Signer01","__ON__ DREI REGION DREI __HOLD__ ELF REGION __OFF__","am tag drei grad im berchtesgadener land und elf grad am niederrhein .","__ON__ THREE REGION THREE __HOLD__ ELEVEN REGION __OFF__","During the day, three degrees in Berchtesgadener Land and eleven degrees on the Lower Rhine."
"25October_2010_Monday_tagesschau-23","25October_2010_Monday_tagesschau-23/1/*.png","-1","-1","Signer01","__ON__ REGION WOLKE NEBEL __LEFTHAND__ UND SONNE __OFF__","richtung südosten wolken nebel teilweise auch sonne .","__ON__ REGION CLOUD FOG __LEFTHAND__ AND SUN __OFF__","clouds, fog and partly sunny towards the southeast."
"05May_2011_Thursday_tagesschau-26","05May_2011_Thursday_tagesschau-26/1/*.png","-1","-1","Signer08","__ON__ MORGEN MITTE EUROPA HOCH cl-KOMMEN BLEIBEN BLEIBEN BIS MINDESTENS SONNTAG SONNE SONNE TEMPERATUR STEIGEN","das hoch das morgen über dem östlichen mitteleuropa liegt bestimmt bis mindestens sonntag unser wetter mit viel sonne und steigenden temperaturen .","__ON__ TOMORROW CENTRAL EUROPE HIGH CL-COMING STAYING STAYING UNTIL AT LEAST SUNDAY SUN SUN TEMPERATURE RISING","The high pressure system that will be over eastern Central Europe tomorrow will ensure plenty of sunshine and rising temperatures until at least Sunday."
"05May_2011_Thursday_tagesschau-27","05May_2011_Thursday_tagesschau-27/1/*.png","-1","-1","Signer08","ABER BLEIBEN TROCKEN NUR WEST SUEDWESTRAUM SONNTAG KOENNEN REGEN REGEN __OFF__","die trockenheit dauert damit an nur im westen und südwesten sind am sonntag schauer möglich .","BUT STAY DRY ONLY WEST SOUTHWEST SUNDAY MAY RAIN RAIN __OFF__","The dry conditions will continue, with showers only possible in the west and southwest on Sunday."
"05May_2011_Thursday_tagesschau-28","05May_2011_Thursday_tagesschau-28/1/*.png","-1","-1","Signer08","__ON__ HEUTE NACHT REGION KLAR DEUTSCHLAND IX KOENNEN SEHEN NUR cl-KOMMEN cl-KOMMEN cl-KOMMEN cl-KOMMEN NORD REGION","heute nacht ist es verbreitet klar nur ein paar dünne schleierwolken ziehen über den norden und die mitte ostwärts .","__ON__ TONIGHT REGION CLEAR GERMANY IX CAN SEE ONLY cl-COME cl-COME cl-COME cl-COME NORTH REGION","Tonight it will be mostly clear, with only a few thin veil clouds moving eastwards across the north and central parts of the country."
"05May_2011_Thursday_tagesschau-29","05May_2011_Thursday_tagesschau-29/1/*.png","-1","-1","Signer08","TAG VIEL SONNE REGION DUENN WOLKE KOENNEN NACH MITTAG SUEDWESTRAUM BERG UND BERG KOENNEN WOLKE KOENNEN __OFF__","am tag viel sonne hier und da ein paar dünne schleierwolken am nachmittag bilden sich über den südwestlichen mittelgebirgen und den alpen ein paar quellwolken .","DAY LOTS OF SUN REGION THIN CLOUDS AFTER MIDDAY SOUTHWESTERN AREA MOUNTAINS AND MOUNTAINS SURROUNDINGS CLOUDS SURROUNDINGS __OFF__","Lots of sun during the day, a few thin veil clouds here and there. In the afternoon, a few cumulus clouds will form over the southwestern low mountain ranges and the Alps."
"05May_2011_Thursday_tagesschau-30","05May_2011_Thursday_tagesschau-30/1/*.png","-1","-1","Signer08","__ON__ WIND __PU__ SCHWACH __PU__ MAESSIG MAESSIG WEHEN WEHEN","der wind weht meist schwach mitunter auch mal mäßig .","__ON__ WIND __PU__ WEAK __PU__ MODERATE MODERATE BLOW BLOW","The wind is mostly light, sometimes moderate."
"05May_2011_Thursday_tagesschau-31","05May_2011_Thursday_tagesschau-31/1/*.png","-1","-1","Signer08","HEUTE NACHT SIEBEN GRAD AACHEN MINUS ZWEI BERG TAL IX __OFF__","heute nacht sieben grad in aachen und minus zwei grad in den alpentälern .","TONIGHT SEVEN DEGREES AACHEN MINUS TWO MOUNTAIN VALLEY IX __OFF__","tonight seven degrees in aachen and minus two degrees in the alpine valleys."
"05May_2011_Thursday_tagesschau-32","05May_2011_Thursday_tagesschau-32/1/*.png","-1","-1","Signer08","__ON__ TAG FUENFZEHN GRAD RUEGEN REGION FUENF ZWANZIG FLUSS __OFF__","am tag fünfzehn grad auf rügen und fünfundzwanzig grad am oberrhein .","__ON__ DAY FIFTEEN DEGREES RUEGEN REGION TWENTY-FIVE RIVER __OFF__","Fifteen degrees during the day on Rügen and twenty-five degrees on the Upper Rhine."
"05May_2011_Thursday_tagesschau-33","05May_2011_Thursday_tagesschau-33/1/*.png","-1","-1","Signer08","__ON__ __EMP__ WEITER SONNE SAMSTAG UND SONNTAG REGION VIEL SONNE","sonnenscheinreiches wetter am samstag auch am sonntag in weiten teilen deutschlands viel sonne .","__ON__ __EMP__ CONTINUED SUN SATURDAY AND SUNDAY REGION LOTS OF SUN","Sunny weather on Saturday, with plenty of sun in many parts of Germany on Sunday too."
"05May_2011_Thursday_tagesschau-34","05May_2011_Thursday_tagesschau-34/1/*.png","-1","-1","Signer08","WEST SUEDWESTRAUM KOENNEN WOLKE __OFF__ __ON__ MANCHMAL MANCHMAL KOENNEN SCHAUER GEWITTER KOENNEN","im westen und südwesten ist es teilweise wolkiger vereinzelt gibt es schauer oder gewitter .","WEST SOUTHWEST MAY BE CLOUDY __OFF__ __ON__ SOMETIMES SOMETIMES MAY SHOWERS MAY THUNDERSTORMS MAY","In the west and southwest it will be partly cloudy with occasional showers or thunderstorms."
"05May_2011_Thursday_tagesschau-35","05May_2011_Thursday_tagesschau-35/1/*.png","-1","-1","Signer08","MONTAG AUCH MEISTENS SONNE SUEDWESTRAUM SUEDWESTRAUM WEST WEST KOENNEN REGEN REGEN __OFF__","auch am montag scheint meist die sonne am ehesten kann im äußersten westen vereinzelt mit schauern gerechnet werden .","MONDAY ALSO MOSTLY SUN SOUTHWEST SOUTHWEST WEST WEST CHOICE OF RAIN RAIN __OFF__","On Monday the sun will shine for the most part, although isolated showers are likely in the far west."
"15December_2010_Wednesday_tagesschau-38","15December_2010_Wednesday_tagesschau-38/1/*.png","-1","-1","Signer05","WIND poss-SEIN SCHNEE WEHEN WEHEN IX UNWETTER WARNUNG __PU__ ENORM __OFF__","starke winde sorgen zudem für schneeverwehungen es bestehen entsprechende unwetterwarnungen des deutschen wetterdienstes .","WIND poss-BEING SNOW BLOW BLOW IX SEVERE WEATHER WARNING __PU__ ENORMOUS __OFF__","Strong winds are also causing snow drifts, and the German Meteorological Service has issued severe weather warnings."
"15December_2010_Wednesday_tagesschau-39","15December_2010_Wednesday_tagesschau-39/1/*.png","-1","-1","Signer05","__ON__ HEUTE NACHT BESONDERS IX SUED SUED SCHNEE SCHNEIEN SCHNEIEN MORGEN FRUEH NORDWESTRAUM WIEDER cl-KOMMEN SCHNEE SCHNEIEN REGEN REGEN GLATT GEFAHR","heute nacht schneit es zunächst vor allem im süden aber gegen morgen ziehen von nordwesten neuer schnee und auch regen heran und sorgen für gefährliche glätte .","__ON__ TONIGHT ESPECIALLY IX SOUTH SOUTH SNOW SNOW SNOW TOMORROW EARLY NORTHWESTERN COMING AGAIN SNOW SNOW RAIN RAIN SLIPPERY DANGER","Tonight it will snow mainly in the south, but towards tomorrow new snow and rain will move in from the northwest, making the roads dangerously slippery."
"15December_2010_Wednesday_tagesschau-41","15December_2010_Wednesday_tagesschau-41/1/*.png","-1","-1","Signer05","REGION REGION AUCH FROST REGEN REGEN MIT FROST __PU__","im nordwesten und westen gibt es vorübergehend auch gefrierenden regen .","REGION REGION ALSO FROST RAIN RAIN WITH FROST __PU__","In the northwest and west there will also be temporary freezing rain."
"15December_2010_Wednesday_tagesschau-42","15December_2010_Wednesday_tagesschau-42/1/*.png","-1","-1","Signer05","SUEDOSTRAUM DANN ABEND BIS ABEND FREUNDLICH TROCKEN","im südosten bleibt es bis zum abend teilweise freundlich und meist trocken .","SOUTHEAST THEN EVENING TO EVENING FRIENDLY DRY","In the southeast it will remain partly pleasant and mostly dry until the evening."
"15December_2010_Wednesday_tagesschau-44","15December_2010_Wednesday_tagesschau-44/1/*.png","-1","-1","Signer05","__ON__ HEUTE NACHT BESONDERS OST SUEDOSTRAUM HART FROST NORDRAUM PLUS EINS","heute nacht besonders im osten und süden strenger frost an der nordsee plus ein grad .","__ON__ TONIGHT ESPECIALLY EAST SOUTHEAST HARD FROST NORTH PLUS ONE","Tonight, particularly in the east and south, severe frost on the North Sea plus one degree."
"15December_2010_Wednesday_tagesschau-45","15December_2010_Wednesday_tagesschau-45/1/*.png","-1","-1","Signer05","MORGEN IX VIER BERG BIS MINUS SIEBEN __OFF__","dort morgen plus vier am alpenrand bis minus sieben grad .","TOMORROW IX FOUR MOUNTAIN TO MINUS SEVEN __OFF__","There tomorrow plus four on the edge of the Alps to minus seven degrees."
"15December_2010_Wednesday_tagesschau-46","15December_2010_Wednesday_tagesschau-46/1/*.png","-1","-1","Signer05","__ON__ FREITAG REGION BERG SCHON SCHNEE SCHNEIEN SONST REGION FREUNDLICH TROCKEN","am freitag im osten und am alpenrand noch schnee sonst zum teil freundlich und meist trocken .","__ON__ FRIDAY REGION MOUNTAIN ALREADY SNOWING OTHERWISE REGION FRIENDLY DRY","On Friday there will still be snow in the east and on the edge of the Alps, otherwise partly pleasant and mostly dry."
"15December_2010_Wednesday_tagesschau-47","15December_2010_Wednesday_tagesschau-47/1/*.png","-1","-1","Signer05","SAMSTAG AUCH FREUNDLICH FREUNDLICH","auch am samstag teilweise freundlich .","SATURDAY ALSO FRIENDLY FRIENDLY","partly friendly even on Saturday."
"15December_2010_Wednesday_tagesschau-48","15December_2010_Wednesday_tagesschau-48/1/*.png","-1","-1","Signer05","IX ABEND __LEFTHAND__ cl-KOMMEN WIEDER SCHNEE SCHNEIEN SCHNEIEN SONNTAG cl-KOMMEN __OFF__","gegen abend zieht von westen wieder schnee heran der sich am sonntag weiter ausbreitet .","IX EVENING __LEFTHAND__ cl-COME AGAIN SNOW SNOW SNOW SUNDAY cl-COME __OFF__","Towards the evening, snow will again move in from the west and will spread further on Sunday."
"10March_2011_Thursday_heute-49","10March_2011_Thursday_heute-49/1/*.png","-1","-1","Signer01","__ON__ GUT ABEND LIEB ZUSCHAUER poss-EUCH","guten abend liebe zuschauer .","__ON__ GOOD EVENING DEAR VIEWERS","Good evening dear viewers."
"10March_2011_Thursday_heute-50","10March_2011_Thursday_heute-50/1/*.png","-1","-1","Signer01","WETTER WIND MORGEN VERSCHWINDEN DANN IN-KOMMEND WOCHENENDE LANGSAM KOMMEN KOMMEN FRUEHLING BODEN BLUETE BLUETE VORHER WOLKE BRAUN __OFF__","das stürmische wetter ist morgen wieder vorbei und dann kann am wochenende der frühling langsam so ein zartes grün in diese braungrauen landschaften bringen .","WEATHER WIND TOMORROW DISAPPEAR THEN IN-COMING WEEKEND SLOWLY COMING COMING SPRING GROUND FLOWER FLOWER BEFORE CLOUD BROWN __OFF__","The stormy weather will be over tomorrow and then this weekend spring can slowly bring a delicate green to these brown-grey landscapes."
"10March_2011_Thursday_heute-52","10March_2011_Thursday_heute-52/1/*.png","-1","-1","Signer01","__ON__ HEUTE NACHT REGEN REGEN DOCH MITTE NORDRAUM","heute nacht wird es allerdings noch regnen und zwar in der mitte und im norden deutschlands .","__ON__ TONIGHT RAIN RAIN MID-NORTH","However, it will still rain tonight in central and northern Germany."
"10March_2011_Thursday_heute-53","10March_2011_Thursday_heute-53/1/*.png","-1","-1","Signer01","MORGEN FRUEH DANN SCHNEE NORDRAUM KALT KALT KALT BISSCHEN NULL __HOLD__ ZWISCHEN","und morgen früh gibt es sogar schneeregen an der nordseeküste ist es kalt genug so wenig über null grad sind es .","TOMORROW EARLY THEN SNOW NORTHERN COLD COLD COLD A LITTLE ZERO __HOLD__ BETWEEN","And tomorrow morning there will even be sleet on the North Sea coast; it will be cold enough as it is just above zero."
"10March_2011_Thursday_heute-54","10March_2011_Thursday_heute-54/1/*.png","-1","-1","Signer01","TAGSUEBER TAGSUEBER VERSCHIEDEN TEMPERATUR SUEDRAUM MILD ZEHN BIS VIERZEHN GRAD NORDRAUM ENORM KALT SINKEN","und auch tagsüber haben wir diese unterschiede in der temperatur denn im süden wird es wieder mild mit zehn bis vierzehn grad während es an den küsten deutlich kühler bleibt .","DAYTIME TEMPERATURE VARIES DURING THE DAY SOUTHERN AREA MILD TEN TO FOURTEEN DEGREES NORTHERN AREA EXTREMELY COLD DROP","And we also have these differences in temperature during the day, because in the south it will be mild again with ten to fourteen degrees, while it will remain considerably cooler on the coast."
"10March_2011_Thursday_heute-55","10March_2011_Thursday_heute-55/1/*.png","-1","-1","Signer01","__HOLD__ IX SONNE DABEI __OFF__ __ON__ VOR MITTAG BISSCHEN REGEN __HOLD__ DANN SONNE MEISTENS WIND __OFF__","aber dort scheint auch mal wieder die sonne wenn es auch am vormittag noch ein paar regenschauer gibt und es ist vor allen dingen noch windig .","__HOLD__ IX SUN __OFF__ __ON__ A LITTLE RAIN BEFORE MIDDAY __HOLD__ THEN SUN MOSTLY WIND __OFF__","But the sun is shining there again, even if there are a few rain showers in the morning and, above all, it is still windy."
"10March_2011_Thursday_heute-56","10March_2011_Thursday_heute-56/1/*.png","-1","-1","Signer01","__ON__ WEHEN WEHEN BIS NACH MITTAG VERSCHWINDEN","stürmische böen gibt es aus westen bis zum nachmittag dann flaut der wind ab .","__ON__ CONTRACTS CONTRACTS DISAPPEAR UNTIL AFTER NOON","There will be stormy gusts from the west until the afternoon, then the wind will die down."
"10March_2011_Thursday_heute-57","10March_2011_Thursday_heute-57/1/*.png","-1","-1","Signer01","MITTE REGION __PU__ WOLKE WOLKE ANFANG REGEN REGEN REGEN SUEDRAUM SONNE AUCH WIND SONST SCHWACH __OFF__","in der mitte deutschlands da ist es trüb anfangs regnet es noch und im süden haben wir auch sonniges wetter und der wind ist auch nur schwach .","CENTER REGION __PU__ CLOUD CLOUD BEGINNING RAIN RAIN RAIN SOUTHERN SUN ALSO WIND OTHERWISE WEAK __OFF__","In the middle of Germany it is cloudy and rains to begin with, while in the south we have sunny weather and only a light wind."
"10March_2011_Thursday_heute-59","10March_2011_Thursday_heute-59/1/*.png","-1","-1","Signer01","SONNTAG AUCH IX WARM WARM WARM ABER REGEN REGEN SCHON SCHON __OFF__","am sonntag dann auch an den küsten langsam wärmer aber erste regenschauer gibt es wohl im nordwesten .","SUNDAY ALSO IX WARM WARM WARM BUT RAIN RAIN ALREADY ALREADY __OFF__","On Sunday it will slowly get warmer on the coasts but the first rain showers will probably occur in the northwest."
"10March_2011_Thursday_heute-60","10March_2011_Thursday_heute-60/1/*.png","-1","-1","Signer01","__ON__ SCHOEN ABEND GUT poss-EUCH __OFF__","ihnen einen schönen abend und machen sie es gut .","__ON__ NICE EVENING, GOOD POSS-YOU __OFF__","Have a nice evening and take care."
"14August_2009_Friday_tagesschau-61","14August_2009_Friday_tagesschau-61/1/*.png","-1","-1","Signer05","__ON__ JETZT WIE-AUSSEHEN WETTER MORGEN SAMSTAG FUENFZEHN AUGUST __OFF__","und nun die wettervorhersage für morgen samstag den fünfzehnten august .","__ON__ NOW WHAT WEATHER LOOKS LIKE TOMORROW SATURDAY FIFTEEN AUGUST __OFF__","And now the weather forecast for tomorrow, Saturday the fifteenth of August."
"14August_2009_Friday_tagesschau-64","14August_2009_Friday_tagesschau-64/1/*.png","-1","-1","Signer05","loc-NORD __EMP__ WOLKE IX ZWISCHEN SCHOTTLAND","der norden wird allerdings von den wolken eines tiefs bei schottland gestreift .","loc-NORTH __EMP__ CLOUD IX BETWEEN SCOTLAND","The north, however, is being shaded by clouds from a low pressure system near Scotland."
"14August_2009_Friday_tagesschau-65","14August_2009_Friday_tagesschau-65/1/*.png","-1","-1","Signer05","SCHOTTLAND HEUTE WOLKE IX AUFZIEHEN DAENEMARK IX REGEN REGEN","und in küstennähe halten sich heute noch wolken die vor allem richtung dänemark regen bringen .","SCOTLAND TODAY CLOUD IX GATHERING DENMARK IX RAIN RAIN","And there are still clouds near the coast today, bringing rain, especially towards Denmark."
"14August_2009_Friday_tagesschau-66","14August_2009_Friday_tagesschau-66/1/*.png","-1","-1","Signer05","MAL NEBEL","hier und da bilden sich einzelne nebelfelder .","FOG","Here and there individual patches of fog form."
"14August_2009_Friday_tagesschau-67","14August_2009_Friday_tagesschau-67/1/*.png","-1","-1","Signer05","IX MORGEN BISSCHEN REGEN REGEN","im äußersten norden kann es morgen noch etwas regnen .","IX TOMORROW A LITTLE RAIN RAIN","There may be some rain in the far north tomorrow."
"14August_2009_Friday_tagesschau-68","14August_2009_Friday_tagesschau-68/1/*.png","-1","-1","Signer05","ALPEN IX BISSCHEN SCHAUER GEWITTER MOEGLICH","über den alpen sind einzelne schauer oder gewitter möglich .","ALPS IX SLIGHT SHOWERS THUNDERSTORMS POSSIBLE","Isolated showers or thunderstorms are possible over the Alps."
"14August_2009_Friday_tagesschau-69","14August_2009_Friday_tagesschau-69/1/*.png","-1","-1","Signer05","SONST loc-REGION SONNE __OFF__","sonst scheint verbreitet die sonne .","OTHERWISE loc-REGION SUN __OFF__","otherwise the sun shines widely."
"14August_2009_Friday_tagesschau-76","14August_2009_Friday_tagesschau-76/1/*.png","-1","-1","Signer05","MONTAG DIENSTAG AUCH WECHSELHAFT HEISS neg-NICHT-MEHR __OFF__","auch montag und dienstag noch leicht wechselhaft und nicht mehr ganz so warm .","MONDAY TUESDAY ALSO VARIABLE HOT neg-NOT-ANYMORE __OFF__","Monday and Tuesday will also be slightly changeable and not quite as warm."
"15June_2010_Tuesday_tagesschau-77","15June_2010_Tuesday_tagesschau-77/1/*.png","-1","-1","Signer01","__ON__ MORGEN MITTWOCH SECHSZEHN JUNI WETTER WIE-AUSSEHEN __OFF__","und nun die wettervorhersage für morgen mittwoch den sechzehnten juni .","__ON__ TOMORROW WEDNESDAY SIXTEEN JUNE WEATHER AS-LOOKS __OFF__","And now the weather forecast for tomorrow, Wednesday, June 16th."
"15June_2010_Tuesday_tagesschau-78","15June_2010_Tuesday_tagesschau-78/1/*.png","-1","-1","Signer01","__ON__ HEUTE KOMMEN loc-NORD MITTE KOMMEN __OFF__","hoher luftdruck zwischen azoren und baltikum bestimmt weiterhin im norden und in der mitte deutschlands das wetter .","__ON__ COME TODAY loc-NORTH CENTER COME __OFF__","High air pressure between the Azores and the Baltic States continues to determine the weather in northern and central Germany."
"15June_2010_Tuesday_tagesschau-79","15June_2010_Tuesday_tagesschau-79/1/*.png","-1","-1","Signer01","__OFF__ MITTE ALPEN TIEF KOMMEN SUED REGEN-PLUSPLUS __OFF__","das tief das vom mittelmeer zu den alten zieht sorgt im süden für regenfälle .","__OFF__ CENTRAL ALPS DEEP COMING SOUTH RAIN-PLUSPLUS __OFF__","The low pressure system moving from the Mediterranean to the Atlantic Ocean is causing rainfall in the south."
"15June_2010_Tuesday_tagesschau-80","15June_2010_Tuesday_tagesschau-80/1/*.png","-1","-1","Signer01","__ON__ HEUTE NACHT MEHR KLAR STERN KOENNEN SEHEN SUED WOLKE HIMMEL REGEN IX-PLUSPLUS KOENNEN __OFF__","die nacht verläuft meist klar im süden liegen die wolken dichter beieinander stellenweise regnet es .","__ON__ TONIGHT MORE CLEAR STARS CAN SEE SOUTH CLOUD SKY RAIN IX-PLUSPLUS CAN __OFF__","The night will be mostly clear, but the clouds will be denser in the south and it will rain in places."
