"name","video","start","end","speaker","orth","translation","orth_english","translation_english"
"25October_2010_Monday_tagesschau-14","25October_2010_Monday_tagesschau-14/1/*.png","-1","-1","Signer01","MORGEN WETTER WIE-AUSSEHEN DIENSTAG SECHS ZWANZIG OKTOBER","und nun die wettervorhersage für morgen dienstag den sechsundzwanzigsten oktober","TOMORROW&#39;S WEATHER WHAT TUESDAY OCTOBER 26TH","and now the weather forecast for tomorrow, Tuesday, October 26th"
"25October_2010_Monday_tagesschau-15","25October_2010_Monday_tagesschau-15/1/*.png","-1","-1","Signer01","ITALIEN IX TIEF DRUCK KOMMEN HEUTE NACHT BERG SCHNEE REGEN","das tief über italien sorgt dafür dass es an den alpen in der nacht noch schneit oder regnet","ITALY IX LOW PRESSURE COMING TONIGHT MOUNTAIN SNOW RAIN","The low pressure system over Italy will cause snow or rain in the Alps during the night"
"25October_2010_Monday_tagesschau-16","25October_2010_Monday_tagesschau-16/1/*.png","-1","-1","Signer01","LANG ZEIT REGION HOCH KOMMEN OST KOMMEN SONST REGION DEUTSCH STARK RUHIG AUCH TEILWEISE FREUNDLICH SONNE","gleichzeitig weitet sich das hoch über der britannie weiter nach osten aus und beschert uns morgen in weiten teilen deutschlands ruhiges teilweise auch freundliches wetter","LONG TIME REGION HIGH COME EAST COME OTHER REGION GERMAN STRONG QUIET ALSO PARTIALLY FRIENDLY SUN","At the same time, the high above Britain is expanding further eastwards and will bring us calm and partly pleasant weather in large parts of Germany tomorrow."
"25October_2010_Monday_tagesschau-18","25October_2010_Monday_tagesschau-18/1/*.png","-1","-1","Signer01","TAG MISCHUNG SONNE WOLKE KOENNEN NEBEL SUEDOST SUED NORD HABEN SCHAUER KOENNEN ABEND DANN NORDWEST BISSCHEN WOLKE KOMMEN","am tag eine mischung aus sonne wolken und nebel im osten und südosten sowie an der nordsee einzelne schauer gegen abend werden im nordwesten die wolken dichter","DAY MIXTURE SUN CLOUDS POSSIBLE FOG SOUTHEAST SOUTH NORTH SHOWERS POSSIBLE EVENING THEN NORTHWEST A LITTLE CLOUDS COME","During the day a mixture of sun, clouds and fog in the east and southeast as well as isolated showers on the North Sea. Towards the evening the clouds will become denser in the northwest."
"25October_2010_Monday_tagesschau-19","25October_2010_Monday_tagesschau-19/1/*.png","-1","-1","Signer01","WIND WEHEN ABEND FRISCH WEHEN","im norden und osten weht der wind schwach bis mäßig sonst meist nur schwach am abend frischt er im nordwesten auf","WIND BLOWING EVENING COOL BLOWING","In the north and east the wind blows weak to moderate, otherwise mostly only weak, in the evening it freshens in the northwest"
"25October_2010_Monday_tagesschau-20","25October_2010_Monday_tagesschau-20/1/*.png","-1","-1","Signer01","HEUTE NACHT SECHS GRAD NORD MINUS SECHS ALLGAEU REGION","in der nacht sechs grad an der nordsee und minus sechs grad im allgäu","TONIGHT SIX DEGREES NORTH MINUS SIX ALLGAEU REGION","At night, six degrees Celsius at the North Sea and minus six degrees Celsius in the Allgäu"
"25October_2010_Monday_tagesschau-21","25October_2010_Monday_tagesschau-21/1/*.png","-1","-1","Signer01","DREI REGION DREI ELF REGION","am tag drei grad im berchtesgadener land und elf grad am niederrhein","THREE REGION THREE ELEVEN REGION","during the day three degrees in Berchtesgadener Land and eleven degrees on the Lower Rhine"
"25October_2010_Monday_tagesschau-23","25October_2010_Monday_tagesschau-23/1/*.png","-1","-1","Signer01","REGION WOLKE NEBEL UND SONNE","richtung südosten wolken nebel teilweise auch sonne","REGION CLOUD FOG AND SUN","towards southeast clouds fog partly sun"
"05May_2011_Thursday_tagesschau-26","05May_2011_Thursday_tagesschau-26/1/*.png","-1","-1","Signer08","MORGEN MITTE EUROPA HOCH KOMMEN BLEIBEN BIS MINDESTENS SONNTAG SONNE TEMPERATUR STEIGEN","das hoch das morgen über dem östlichen mitteleuropa liegt bestimmt bis mindestens sonntag unser wetter mit viel sonne und steigenden temperaturen","TOMORROW CENTRAL EUROPE COMING HIGH STAYING UNTIL AT LEAST SUNDAY SUN TEMPERATURE RISE","The high pressure system that will be over eastern Central Europe tomorrow will ensure our weather with plenty of sun and rising temperatures until at least Sunday."
"05May_2011_Thursday_tagesschau-27","05May_2011_Thursday_tagesschau-27/1/*.png","-1","-1","Signer08","ABER BLEIBEN TROCKEN NUR WEST SUEDWEST SONNTAG KOENNEN REGEN","die trockenheit dauert damit an nur im westen und südwesten sind am sonntag schauer möglich","BUT STAY DRY ONLY WEST SOUTHWEST SUNDAY MAY RAIN","The dry weather will continue, with showers only possible in the west and southwest on Sunday"
"05May_2011_Thursday_tagesschau-28","05May_2011_Thursday_tagesschau-28/1/*.png","-1","-1","Signer08","HEUTE NACHT REGION KLAR DEUTSCHLAND IX KOENNEN SEHEN NUR KOMMEN NORD REGION","heute nacht ist es verbreitet klar nur ein paar dünne schleierwolken ziehen über den norden und die mitte ostwärts","TONIGHT REGION CLEAR GERMANY IX CAN SEE ONLY COME NORTH REGION","Tonight it will be clear throughout, only a few thin veil clouds will move eastwards over the north and the centre"
"05May_2011_Thursday_tagesschau-29","05May_2011_Thursday_tagesschau-29/1/*.png","-1","-1","Signer08","TAG VIEL SONNE REGION DUENN WOLKE KOENNEN NACH MITTAG SUEDWEST BERG UND BERG KOENNEN WOLKE KOENNEN","am tag viel sonne hier und da ein paar dünne schleierwolken am nachmittag bilden sich über den südwestlichen mittelgebirgen und den alpen ein paar quellwolken","DAY LOTS OF SUN REGION THIN CLOUDS CAN AFTER MIDDAY SOUTHWEST MOUNTAINS AND MOUNTAINS CAN CLOUDS CAN","During the day, lots of sun, here and there a few thin veil clouds. In the afternoon, a few cumulus clouds will form over the southwestern low mountain ranges and the Alps."
"05May_2011_Thursday_tagesschau-30","05May_2011_Thursday_tagesschau-30/1/*.png","-1","-1","Signer08","WIND SCHWACH MAESSIG WEHEN","der wind weht meist schwach mitunter auch mal mäßig","WIND WEAK MODERATE BLOW","the wind is mostly weak, sometimes moderate"
"05May_2011_Thursday_tagesschau-31","05May_2011_Thursday_tagesschau-31/1/*.png","-1","-1","Signer08","HEUTE NACHT SIEBEN GRAD AACHEN MINUS ZWEI BERG TAL IX","heute nacht sieben grad in aachen und minus zwei grad in den alpentälern","TONIGHT SEVEN DEGREES AACHEN MINUS TWO MOUNTAIN VALLEY IX","tonight seven degrees in Aachen and minus two degrees in the Alpine valleys"
"05May_2011_Thursday_tagesschau-32","05May_2011_Thursday_tagesschau-32/1/*.png","-1","-1","Signer08","TAG FUENFZEHN GRAD RUEGEN REGION FUENF ZWANZIG FLUSS","am tag fünfzehn grad auf rügen und fünfundzwanzig grad am oberrhein","DAY FIFTEEN DEGREES RUEGEN REGION TWENTY-FIVE RIVER","during the day fifteen degrees on Rügen and twenty-five degrees on the Upper Rhine"
"05May_2011_Thursday_tagesschau-33","05May_2011_Thursday_tagesschau-33/1/*.png","-1","-1","Signer08","WEITER SONNE SAMSTAG UND SONNTAG REGION VIEL SONNE","sonnenscheinreiches wetter am samstag auch am sonntag in weiten teilen deutschlands viel sonne","MORE SUN SATURDAY AND SUNDAY REGION LOTS OF SUN","Sunny weather on Saturday and plenty of sun on Sunday in large parts of Germany"
"05May_2011_Thursday_tagesschau-34","05May_2011_Thursday_tagesschau-34/1/*.png","-1","-1","Signer08","WEST SUEDWEST KOENNEN WOLKE MANCHMAL KOENNEN SCHAUER GEWITTER KOENNEN","im westen und südwesten ist es teilweise wolkiger vereinzelt gibt es schauer oder gewitter","WEST SOUTHWEST CAN CLOUDS SOMETIMES CAN SHOWERS CAN THUNDERSTORMS CAN","In the west and southwest it is partly cloudy with occasional showers or thunderstorms"
"05May_2011_Thursday_tagesschau-35","05May_2011_Thursday_tagesschau-35/1/*.png","-1","-1","Signer08","MONTAG AUCH MEISTENS SONNE SUEDWEST WEST KOENNEN REGEN","auch am montag scheint meist die sonne am ehesten kann im äußersten westen vereinzelt mit schauern gerechnet werden","MONDAY ALSO MOSTLY SUN SOUTHWEST WEST CHOICE OF RAIN","The sun will also shine on Monday, with isolated showers expected in the far west"
"15December_2010_Wednesday_tagesschau-38","15December_2010_Wednesday_tagesschau-38/1/*.png","-1","-1","Signer05","WIND poss-SEIN SCHNEE WEHEN IX UNWETTER WARNUNG ENORM","starke winde sorgen zudem für schneeverwehungen es bestehen entsprechende unwetterwarnungen des deutschen wetterdienstes","WIND poss-BEING SNOW BLOWING IX SEVERE WEATHER WARNING HUGE","Strong winds also cause snow drifts. Severe weather warnings have been issued by the German Meteorological Service."
"15December_2010_Wednesday_tagesschau-39","15December_2010_Wednesday_tagesschau-39/1/*.png","-1","-1","Signer05","HEUTE NACHT BESONDERS IX SUED SCHNEE SCHNEIEN MORGEN FRUEH NORDWEST WIEDER KOMMEN SCHNEE SCHNEIEN REGEN GLATT GEFAHR","heute nacht schneit es zunächst vor allem im süden aber gegen morgen ziehen von nordwesten neuer schnee und auch regen heran und sorgen für gefährliche glätte","TONIGHT ESPECIALLY IX SOUTH SNOW SNOWING TOMORROW EARLY NORTHWEST COMING AGAIN SNOW SNOWING RAIN SLIPPERY DANGER","Tonight it will snow mainly in the south, but towards tomorrow new snow and rain will move in from the northwest and cause dangerous slippery conditions"
"15December_2010_Wednesday_tagesschau-41","15December_2010_Wednesday_tagesschau-41/1/*.png","-1","-1","Signer05","REGION AUCH FROST REGEN MIT FROST","im nordwesten und westen gibt es vorübergehend auch gefrierenden regen","REGION ALSO FROST RAIN WITH FROST","In the northwest and west there will also be temporary freezing rain"
"15December_2010_Wednesday_tagesschau-42","15December_2010_Wednesday_tagesschau-42/1/*.png","-1","-1","Signer05","SUEDOST DANN ABEND BIS ABEND FREUNDLICH TROCKEN","im südosten bleibt es bis zum abend teilweise freundlich und meist trocken","SOUTHEAST THEN EVENING TO EVENING FRIENDLY DRY","In the southeast it will remain partly pleasant and mostly dry until the evening"
"15December_2010_Wednesday_tagesschau-44","15December_2010_Wednesday_tagesschau-44/1/*.png","-1","-1","Signer05","HEUTE NACHT BESONDERS OST SUEDOST HART FROST NORD PLUS EINS","heute nacht besonders im osten und süden strenger frost an der nordsee plus ein grad","TONIGHT ESPECIALLY EAST SOUTHEAST HARD FROST NORTH PLUS ONE","Tonight, especially in the east and south, severe frost on the North Sea plus one degree"
"15December_2010_Wednesday_tagesschau-45","15December_2010_Wednesday_tagesschau-45/1/*.png","-1","-1","Signer05","MORGEN IX VIER BERG BIS MINUS SIEBEN","dort morgen plus vier am alpenrand bis minus sieben grad","TOMORROW IX FOUR MOUNTAIN TO MINUS SEVEN","there tomorrow plus four on the edge of the Alps to minus seven degrees"
"15December_2010_Wednesday_tagesschau-46","15December_2010_Wednesday_tagesschau-46/1/*.png","-1","-1","Signer05","FREITAG REGION BERG SCHON SCHNEE SCHNEIEN SONST REGION FREUNDLICH TROCKEN","am freitag im osten und am alpenrand noch schnee sonst zum teil freundlich und meist trocken","FRIDAY REGION MOUNTAIN ALREADY SNOWING OTHERWISE REGION FRIENDLY DRY","On Friday there will still be snow in the east and on the edge of the Alps, otherwise partly pleasant and mostly dry"
"15December_2010_Wednesday_tagesschau-47","15December_2010_Wednesday_tagesschau-47/1/*.png","-1","-1","Signer05","SAMSTAG AUCH FREUNDLICH","auch am samstag teilweise freundlich","SATURDAY ALSO FRIENDLY","also partly friendly on Saturday"
"15December_2010_Wednesday_tagesschau-48","15December_2010_Wednesday_tagesschau-48/1/*.png","-1","-1","Signer05","IX ABEND KOMMEN WIEDER SCHNEE SCHNEIEN SONNTAG KOMMEN","gegen abend zieht von westen wieder schnee heran der sich am sonntag weiter ausbreitet","IX EVENING COME AGAIN SNOW SNOW SUNDAY COME","Towards the evening, snow will again move in from the west and will spread further on Sunday"
"10March_2011_Thursday_heute-49","10March_2011_Thursday_heute-49/1/*.png","-1","-1","Signer01","GUT ABEND LIEB ZUSCHAUER poss-EUCH","guten abend liebe zuschauer","GOOD EVENING DEAR VIEWERS","good evening dear viewers"
"10March_2011_Thursday_heute-50","10March_2011_Thursday_heute-50/1/*.png","-1","-1","Signer01","WETTER WIND MORGEN VERSCHWINDEN DANN IN-KOMMEND WOCHENENDE LANGSAM KOMMEN FRUEHLING BODEN BLUETE VORHER WOLKE BRAUN","das stürmische wetter ist morgen wieder vorbei und dann kann am wochenende der frühling langsam so ein zartes grün in diese braungrauen landschaften bringen","WEATHER WIND TOMORROW DISAPPEAR THEN IN-COMING WEEKEND SLOWLY COMING SPRING GROUND BLOSSOM BEFORE CLOUD BROWN","The stormy weather will be over tomorrow and then spring can slowly bring a delicate green into these brown-grey landscapes at the weekend"
"10March_2011_Thursday_heute-52","10March_2011_Thursday_heute-52/1/*.png","-1","-1","Signer01","HEUTE NACHT REGEN DOCH MITTE NORD","heute nacht wird es allerdings noch regnen und zwar in der mitte und im norden deutschlands","RAIN TONIGHT IN THE MID-NORTH","However, it will still rain tonight in central and northern Germany"
"10March_2011_Thursday_heute-53","10March_2011_Thursday_heute-53/1/*.png","-1","-1","Signer01","MORGEN FRUEH DANN SCHNEE NORD KALT BISSCHEN NULL ZWISCHEN","und morgen früh gibt es sogar schneeregen an der nordseeküste ist es kalt genug so wenig über null grad sind es","TOMORROW EARLY THEN SNOW NORTH COLD A LITTLE ZERO BETWEEN","and tomorrow morning there will even be sleet on the North Sea coast it is cold enough so little above zero degrees it is"
"10March_2011_Thursday_heute-54","10March_2011_Thursday_heute-54/1/*.png","-1","-1","Signer01","TAGSUEBER VERSCHIEDEN TEMPERATUR SUED MILD ZEHN BIS VIERZEHN GRAD NORD ENORM KALT SINKEN","und auch tagsüber haben wir diese unterschiede in der temperatur denn im süden wird es wieder mild mit zehn bis vierzehn grad während es an den küsten deutlich kühler bleibt","TEMPERATURE VARYING DURING THE DAY SOUTH MILD TEN TO FOURTEEN DEGREES NORTH EXTREMELY COLD DROP","And we also have these differences in temperature during the day, because in the south it will be mild again with ten to fourteen degrees, while it will remain significantly cooler on the coasts."
"10March_2011_Thursday_heute-55","10March_2011_Thursday_heute-55/1/*.png","-1","-1","Signer01","IX SONNE DABEI VOR MITTAG BISSCHEN REGEN DANN SONNE MEISTENS WIND","aber dort scheint auch mal wieder die sonne wenn es auch am vormittag noch ein paar regenschauer gibt und es ist vor allen dingen noch windig","IX SUN, A LITTLE RAIN BEFORE MIDDAY, THEN SUN, MOSTLY WIND","But there the sun is shining again even if there are still a few rain showers in the morning and it is above all still windy"
"10March_2011_Thursday_heute-56","10March_2011_Thursday_heute-56/1/*.png","-1","-1","Signer01","WEHEN BIS NACH MITTAG VERSCHWINDEN","stürmische böen gibt es aus westen bis zum nachmittag dann flaut der wind ab","Contractions disappear by midday","There are stormy gusts from the west until the afternoon, then the wind subsides"
"10March_2011_Thursday_heute-57","10March_2011_Thursday_heute-57/1/*.png","-1","-1","Signer01","MITTE REGION WOLKE ANFANG REGEN SUED SONNE AUCH WIND SONST SCHWACH","in der mitte deutschlands da ist es trüb anfangs regnet es noch und im süden haben wir auch sonniges wetter und der wind ist auch nur schwach","CENTER REGION CLOUDY BEGINNING RAIN SOUTH SUN ALSO WIND OTHERWISE WEAK","In the middle of Germany it is cloudy and initially it rains and in the south we have sunny weather and the wind is only weak"
"10March_2011_Thursday_heute-59","10March_2011_Thursday_heute-59/1/*.png","-1","-1","Signer01","SONNTAG AUCH IX WARM ABER REGEN SCHON","am sonntag dann auch an den küsten langsam wärmer aber erste regenschauer gibt es wohl im nordwesten","SUNDAY ALSO IX WARM BUT RAIN","on Sunday it will also slowly get warmer on the coasts but the first rain showers will probably occur in the northwest"
"10March_2011_Thursday_heute-60","10March_2011_Thursday_heute-60/1/*.png","-1","-1","Signer01","SCHOEN ABEND GUT poss-EUCH","ihnen einen schönen abend und machen sie es gut","NICE EVENING, GOOD POSS-YOU","Have a nice evening and take care"
"14August_2009_Friday_tagesschau-61","14August_2009_Friday_tagesschau-61/1/*.png","-1","-1","Signer05","JETZT WIE-AUSSEHEN WETTER MORGEN SAMSTAG FUENFZEHN AUGUST","und nun die wettervorhersage für morgen samstag den fünfzehnten august","NOW WHAT WEATHER LOOKS LIKE TOMORROW SATURDAY AUGUST 15","and now the weather forecast for tomorrow, Saturday the fifteenth of August"
"14August_2009_Friday_tagesschau-64","14August_2009_Friday_tagesschau-64/1/*.png","-1","-1","Signer05","NORD WOLKE IX ZWISCHEN SCHOTTLAND","der norden wird allerdings von den wolken eines tiefs bei schottland gestreift","NORTH CLOUD IX BETWEEN SCOTLAND","The north, however, is being shaded by clouds from a low pressure system near Scotland"
"14August_2009_Friday_tagesschau-65","14August_2009_Friday_tagesschau-65/1/*.png","-1","-1","Signer05","SCHOTTLAND HEUTE WOLKE IX AUFZIEHEN DAENEMARK IX REGEN","und in küstennähe halten sich heute noch wolken die vor allem richtung dänemark regen bringen","SCOTLAND TODAY CLOUD IX GATHERING DENMARK IX RAIN","and clouds are still lingering near the coast today, bringing rain, especially towards Denmark"
"14August_2009_Friday_tagesschau-66","14August_2009_Friday_tagesschau-66/1/*.png","-1","-1","Signer05","MAL NEBEL","hier und da bilden sich einzelne nebelfelder","FOG","here and there individual fog fields form"
"14August_2009_Friday_tagesschau-67","14August_2009_Friday_tagesschau-67/1/*.png","-1","-1","Signer05","IX MORGEN BISSCHEN REGEN","im äußersten norden kann es morgen noch etwas regnen","IX A LITTLE RAIN TOMORROW","In the far north there may still be some rain tomorrow"
"14August_2009_Friday_tagesschau-68","14August_2009_Friday_tagesschau-68/1/*.png","-1","-1","Signer05","ALPEN IX BISSCHEN SCHAUER GEWITTER MOEGLICH","über den alpen sind einzelne schauer oder gewitter möglich","ALPS IX SLIGHT SHOWERS THUNDERSTORMS POSSIBLE","Isolated showers or thunderstorms are possible over the Alps"
"14August_2009_Friday_tagesschau-69","14August_2009_Friday_tagesschau-69/1/*.png","-1","-1","Signer05","SONST REGION SONNE","sonst scheint verbreitet die sonne","OTHER REGION SUN","otherwise the sun shines widely"
"14August_2009_Friday_tagesschau-76","14August_2009_Friday_tagesschau-76/1/*.png","-1","-1","Signer05","MONTAG DIENSTAG AUCH WECHSELHAFT HEISS neg-NICHT-MEHR","auch montag und dienstag noch leicht wechselhaft und nicht mehr ganz so warm","MONDAY TUESDAY ALSO VARIABLE HOT neg-NOT-ANYMORE","Monday and Tuesday will still be slightly changeable and not quite as warm"
"15June_2010_Tuesday_tagesschau-77","15June_2010_Tuesday_tagesschau-77/1/*.png","-1","-1","Signer01","MORGEN MITTWOCH SECHSZEHN JUNI WETTER WIE-AUSSEHEN","und nun die wettervorhersage für morgen mittwoch den sechzehnten juni","TOMORROW WEDNESDAY SIXTEEN JUNE WEATHER HOW-LOOK","and now the weather forecast for tomorrow, Wednesday the sixteenth of June"
"15June_2010_Tuesday_tagesschau-78","15June_2010_Tuesday_tagesschau-78/1/*.png","-1","-1","Signer01","HEUTE KOMMEN NORD MITTE KOMMEN","hoher luftdruck zwischen azoren und baltikum bestimmt weiterhin im norden und in der mitte deutschlands das wetter","COME TODAY NORTH CENTER COME","High air pressure between the Azores and the Baltic States continues to determine the weather in northern and central Germany"
"15June_2010_Tuesday_tagesschau-79","15June_2010_Tuesday_tagesschau-79/1/*.png","-1","-1","Signer01","MITTE ALPEN TIEF KOMMEN SUED REGEN","das tief das vom mittelmeer zu den alten zieht sorgt im süden für regenfälle","CENTRAL ALPS DEEP COMING SOUTH RAIN","The low pressure system that moves from the Mediterranean to the Mediterranean Sea is causing rainfall in the south"
"15June_2010_Tuesday_tagesschau-80","15June_2010_Tuesday_tagesschau-80/1/*.png","-1","-1","Signer01","HEUTE NACHT MEHR KLAR STERN KOENNEN SEHEN SUED WOLKE HIMMEL REGEN IX KOENNEN","die nacht verläuft meist klar im süden liegen die wolken dichter beieinander stellenweise regnet es","TONIGHT MORE CLEAR STARS CAN SEE SOUTH CLOUD SKY RAIN IX CAN","The night will be mostly clear, clouds will be closer together in the south, and it will rain in places"
"15June_2010_Tuesday_tagesschau-81","15June_2010_Tuesday_tagesschau-81/1/*.png","-1","-1","Signer01","TAG SCHWARZ WALD BAYERN REGION REGEN STARK REGEN KOENNEN","am tag muss vor allem zwischen schwarzwald im bayrischem wald mit regen gerechnet werden der kräftig sein kann","DAY BLACK FOREST BAVARIA REGION RAIN HEAVY RAIN COULD","During the day, rain is expected, especially between the Black Forest and the Bavarian Forest, which can be heavy"
"15June_2010_Tuesday_tagesschau-82","15June_2010_Tuesday_tagesschau-82/1/*.png","-1","-1","Signer01","REGION WOLKE VIEL SONNE","in der nordhälfte neben lockeren wolken viel sonne","REGION CLOUDY LOTS OF SUN","in the northern half, alongside loose clouds, lots of sun"
"15June_2010_Tuesday_tagesschau-83","15June_2010_Tuesday_tagesschau-83/1/*.png","-1","-1","Signer01","NORDOST WIND WEHEN SUED WEHEN KOENNEN IX KOENNEN STURM","im nordosten weht der wind schwach bis mäßig richtung südwesten teilweise frischer bis starker wind mit einzelnen stürmischen böen in den hochlagen auch sturmböen","NORTHEAST WIND BLOW SOUTH BLOW IX MAY STORM","In the northeast, the wind blows weak to moderate towards the southwest, sometimes fresh to strong winds with occasional stormy gusts, in the higher elevations also storm gusts"
"15June_2010_Tuesday_tagesschau-84","15June_2010_Tuesday_tagesschau-84/1/*.png","-1","-1","Signer01","TATSAECHLICH STURM KOENNEN HEUTE NACHT FUENFZEHN GRAD REGION BIS FUENF GRAD NORD","heute nacht fünfzehn grad im breisgau und bis fünf grad im norden","ACTUAL STORMS CAN TONIGHT FIFTEEN DEGREES REGION TO FIVE DEGREES NORTH","tonight fifteen degrees in Breisgau and up to five degrees in the north"
"15June_2010_Tuesday_tagesschau-85","15June_2010_Tuesday_tagesschau-85/1/*.png","-1","-1","Signer01","TAG SECHSZEHN REGION SONST DREI ZWANZIG GRAD REGION","am tag sechzehn grad an der ostsee und dort wo es länger regnet sonst bis dreiundzwanzig grad","DAY SIXTEEN REGION OTHERWISE TWENTY-THREE DEGREES REGION","during the day sixteen degrees at the Baltic Sea and where it rains longer otherwise up to twenty-three degrees"
"15June_2010_Tuesday_tagesschau-86","15June_2010_Tuesday_tagesschau-86/1/*.png","-1","-1","Signer01","DONNERSTAG MITTE REGION SCHAUER AUCH SUED AUCH TEILWEISE GEWITTER","am donnerstag regnet es auch in der mitte im süden außerdem teilweise kräftige gewitter","THURSDAY CENTRAL REGION SHOWERS ALSO SOUTH ALSO PARTIAL THUNDERSTORMS","On Thursday it will also rain in the middle and south, as well as some heavy thunderstorms"
"15June_2010_Tuesday_tagesschau-87","15June_2010_Tuesday_tagesschau-87/1/*.png","-1","-1","Signer01","NORD IX SONNE","im norden zeigt sich gebietsweise die sonne","NORTH IX SUN","In the north the sun appears in some areas"
"15June_2010_Tuesday_tagesschau-88","15June_2010_Tuesday_tagesschau-88/1/*.png","-1","-1","Signer01","FREITAG AUCH NORD FREUNDLICH SONST WOLKE AUCH TEILWEISE GEWITTER REGEN","auch am freitag ist es im norden zum teil freundlich sonst mehr wolken als sonne teilweise gewittrige regenfälle","FRIDAY ALSO NORTH FRIENDLY OTHERWISE CLOUDY ALSO PARTIAL THUNDERSTORMS RAIN","Also on Friday it will be partly pleasant in the north, otherwise more clouds than sun, partly thunderstorms"
"15June_2010_Tuesday_tagesschau-89","15June_2010_Tuesday_tagesschau-89/1/*.png","-1","-1","Signer01","SAMSTAG INSGESAMT WECHSELHAFT","am samstag insgesamt wechselhaftes wetter","SATURDAY VARIABLE OVERALL","on Saturday, changeable weather overall"
"26January_2010_Tuesday_heute-90","26January_2010_Tuesday_heute-90/1/*.png","-1","-1","Signer03","LIEB ZUSCHAUER BEGRUESSEN GUT ABEND","liebe zuschauer guten abend","DEAR VIEWERS GOOD EVENING","Dear viewers, good evening"
